FID,country,platformid,current_status,name,category,function,operator,location_blocks,primary_production,weight_sub,weight_top,production_start,valid_from,valid_to,water_depth,coast_dist,remarks,the_geom
platforms.822,Norway,449669,Operational,JOHAN SVERDRUP G,,,Equinor Energy AS,,,,,,20191005,,120,138340.260371,MULTI WELL TEMPLATE; WATER INJECTION,POINT (2.6528333000000544 58.76681670000005)
platforms.823,Norway,272533,Decommissioned,ØST FRIGG B,Subsea steel,Subsea,Aker BP ASA,NO_25/2,Natural Gas,,,,19881001,,112,148116.200483,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (2.3619278000000463 59.890666700000054)
platforms.826,Norway,274213,Decommissioned,37/4,,,ConocoPhillips Skandinavia AS,,,,,,19751014,,85,204028.539505,JACKET 8 LEGS,POINT (1.612222200000076 55.90016670000006)
platforms.827,Norway,286449,Operational,UK-NL,Subsea steel,Subsea,Equinor Energy AS,UK_10211/24,Crude Oil,,,,19851001,,44.20000076,136617.702176,SUBSEA STRUCTURE; T-CONNECTION,POINT (1.65942780000006 61.16748330000007)
platforms.830,Norway,286785,Operational,HEIDRUN PLEM-1,Subsea steel,Subsea,Equinor Energy AS,NO_6507/8,,,,,19951019,,343,155811.582777,SUBSEA STRUCTURE; PIPELINE END MANIFOLD,POINT (7.378411100000051 65.32173060000008)
platforms.832,Norway,441635,Operational,GULLFAKS SØR Q,,,Equinor Energy AS,,,,,,20160829,,140,129362.72696,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (2.105950000000064 61.070227800000055)
platforms.834,Norway,272785,Closed down,34/10-A-5 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,,,,19870404,,136,124454.298813,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.2106750000000375 61.178369400000065)
platforms.835,Norway,417223,Operational,VIGDIS H,Fixed steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,,,,20130311,,291,130328.832391,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (2.141213900000025 61.38925830000005)
platforms.837,Norway,283509,Operational,MIKKEL A,Subsea steel,Subsea,Equinor Energy AS,NO_6407/6,Natural Gas,,,,20031001,,220,97903.7237503,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (7.680722200000048 64.71261940000005)
platforms.838,Norway,282585,Decommissioned,YME B VEST,Subsea steel,Subsea,Repsol Norge AS,NO_9/2,Crude Oil,,,,19991101,,85,116453.33803,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (4.355977800000062 57.75421940000007)
platforms.840,Norway,279337,Operational,NORNE F,Subsea steel,Subsea,Equinor Energy AS,NO_6608/10,Crude Oil,,,,19980702,,380,152548.407793,MULTI WELL TEMPLATE; WATER INJECTION,POINT (8.100072200000056 66.04474720000007)
platforms.841,Norway,410771,Closed down,6/3-A-1 H GAUPE,,,A/S Norske Shell,,,,,,20120331,,85,224464.039328,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (1.9298167000000603 57.95887220000003)
platforms.843,Norway,287149,Operational,TEESSIDE SSIV,Subsea steel,Subsea,ConocoPhillips Skandinavia AS,NO_2/4,,,,,19980818,,76,262852.61961,SUBSEA STRUCTURE; ISOLATION VALVE,POINT (3.220219400000076 56.54627780000004)
platforms.846,Norway,461086,Closed down,LAVRANS,,,Equinor Energy AS,,,,,,,,270,141052.300333,MULTI WELL TEMPLATE; DRILLING TEMPLATE,POINT (6.5593472000000475 64.84849440000005)
platforms.847,Norway,278553,Operational,ÅSGARD F,Subsea steel,Subsea,Equinor Energy AS,NO_6506/11,Natural Gas,,,,19990520,,300,155235.644537,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (6.60125000000005 65.02952780000004)
platforms.851,Norway,282697,Operational,34/8-A-2 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,,,,19990526,,335,113212.88696,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (2.4597361000000433 61.37021940000005)
platforms.852,Norway,441304,Under construction,34/4-I-1 H SNORRE,,,Equinor Energy AS,,,,,,,,350,102459.134723,SINGLE WELL TEMPLATE; WATER INJECTION,POINT (2.62086110000007 61.17141390000006)
platforms.853,Norway,434044,Operational,ROGN SØR MANIFOLD,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,,20131201,,293,55077.6010688,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (7.729600000000062 64.26316390000005)
platforms.854,Norway,277993,Operational,STATFJORD ØST L,Subsea steel,Subsea,Equinor Energy AS,NO_33/9,Crude Oil,,,,19941004,,153,138379.711914,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (1.9865222000000244 61.32940280000008)
platforms.856,Norway,285609,Operational,31/2-F-1 H TROLL F-1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,19961019,,317,64165.464859,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.4358861000000616 60.77678890000004)
platforms.857,Norway,283649,Under construction,HEIDRUN F,Subsea steel,Subsea,Equinor Energy AS,NO_6507/8,Crude Oil,,,,,,358.1000061,158316.590631,MULTI WELL TEMPLATE; WATER INJECTION,POINT (7.35703060000003 65.36943890000003)
platforms.858,Norway,451651,Operational,JOHAN SVERDRUP LQ,,,Equinor Energy AS,,,,,,20190501,,113.40000153,140856.038781,JACKET 4 LEGS; ACCOMMODATION - QUARTER,POINT (2.547255600000028 58.835883300000035)
platforms.859,Norway,377763,Under construction,TYRIHANS W,Subsea steel,Subsea,Equinor Energy AS,NO_6407/1,Crude Oil,,,,,,282,126110.777349,MULTI WELL TEMPLATE; WATER INJECTION,POINT (7.015316700000028 64.83491390000006)
platforms.860,Norway,278721,Operational,ÅSGARD E,Subsea steel,Subsea,Equinor Energy AS,NO_6506/11,Natural Gas,,,,19990520,,305,158374.94637,MULTI WELL TEMPLATE; GAS INJECTION - OIL PRODUCER,POINT (6.611366700000076 65.06831940000006)
platforms.861,Norway,286421,Decommissioned,EKOFISK SBM-2,Other,Other,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,,,,,,74,262653.239377,LOADING SYSTEM,POINT (3.212305600000036 56.55170830000003)
platforms.863,Norway,278833,Operational,ÅSGARD S,Subsea steel,Subsea,Equinor Energy AS,NO_6506/12,Crude Oil,,,,19990520,,300,144564.503602,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (6.945888900000057 65.01611110000005)
platforms.864,Norway,281073,Decommissioned,ALBUSKJELL A-BS,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_1/6,Natural Gas,,,,19790501,,70,264918.89528,JACKET TRIPOD,POINT (2.9406389000000672 56.64181940000003)
platforms.865,Norway,280513,Decommissioned,PETROJARL 1,Floating steel,Above water production,,NO_15/6,Crude Oil,,,,20010829,,110,193206.755417,FPSO; OFFLOADING - PROCESSING - QUARTER - STORAGE,POINT (1.6681361000000265 58.71330560000007)
platforms.866,Norway,425640,Operational,ALVHEIM WEST RISER BASE,,,Aker BP ASA,,,,,,20080608,,125,164823.316679,SUBSEA STRUCTURE; RISER BASE,POINT (1.9941028000000642 59.56795000000005)
platforms.868,Norway,413766,Operational,ÅSGARD NB,,,Equinor Energy AS,,,,,,20120210,,301,164531.478086,SINGLE WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (6.9082694000000515 65.21700000000004)
platforms.869,Norway,284965,Operational,31/2-D-4 H TROLL D-4,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,20030701,,330,60124.7182433,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.448977800000023 60.85684720000006)
platforms.870,Norway,285861,Operational,31/5-H-1 H TROLL H-1,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,,,,,19960901,,317,62531.8440592,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.5109361000000376 60.71610830000003)
platforms.872,Norway,364315,Operational,SNØHVIT E,Subsea steel,Subsea,Equinor Energy AS,NO_7121/4,Natural Gas,,,,20070821,,336,101362.490871,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (21.18353060000004 71.59452780000004)
platforms.873,Norway,272841,Decommissioned,GULLFAKS A-SPM 2,Other,Other,Equinor Energy AS,NO_34/10,Crude Oil,,,,19880229,,136,123304.442654,LOADING SYSTEM; OFFLOADING,POINT (2.2297278000000347 61.16725280000003)
platforms.874,Norway,721862,Under construction,JOHAN SVERDRUP O,,,Equinor Energy AS,,,,,,,,116,135034.983785,MULTI WELL TEMPLATE,POINT (2.6797611000000643 58.807388900000035)
platforms.876,Norway,395591,Under construction,KRISTIN Q,Subsea steel,Subsea,Equinor Energy AS,NO_6406/2,Natural Gas,,,,,,320,147644.013113,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (6.434936100000073 64.88116110000004)
platforms.878,Norway,284265,Operational,34/4-K H SNORRE,,,Equinor Energy AS,,,,,,20010627,,340,128388.460594,MULTI WELL TEMPLATE; WATER/GAS INJECTION,POINT (2.21225000000004 61.52540830000004)
platforms.879,Norway,279281,Operational,NORNE D,Subsea steel,Subsea,Equinor Energy AS,NO_6608/10,Crude Oil,,,,19971105,,378,153537.690931,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (8.057866700000034 66.01371940000007)
platforms.881,Norway,285833,Closed down,31/2-G-6 H TROLL G-6,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,19951210,,317,65039.6977123,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.443333300000063 60.75240830000007)
platforms.882,Norway,458692,Under construction,DVALIN GAS EXPORT RISER BASE,,,,,,,,,20201001,,345,158246.229511,SUBSEA STRUCTURE,POINT (7.3266722000000755 65.32556390000008)
platforms.883,Norway,445917,Operational,24/6-A-5 Alvheim,,,Aker BP ASA,,,,,,20160401,,125,168903.417292,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (1.923791700000038 59.57667500000008)
platforms.884,Norway,285189,Operational,6407/7-A-6 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,,19971001,,330,73817.9340348,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (7.202008300000045 64.27081390000006)
platforms.885,Norway,414939,Operational,VISUND SØR,Fixed steel,Subsea,Equinor Energy AS,NO_34/8,Natural Gas,,,,20121122,,292,118192.534306,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (2.3637083000000416 61.30056390000004)
platforms.889,Norway,426277,Operational,SVALIN C,Fixed steel,Subsea,Equinor Energy AS,NO_25/11,Crude Oil,,,,20140906,,125,139974.092997,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (2.4083806000000436 59.14320280000004)
platforms.891,Norway,415159,Operational,25/5-D-1 H ATLA,Subsea steel,Subsea,TotalEnergies EP Norge AS,NO_25/5,Natural Gas,,,,20121007,,119,135327.019544,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (2.569344400000034 59.66007780000007)
platforms.893,Norway,365044,Decommissioned,15/6-A-5 H Glitne,Subsea steel,Subsea,,NO_15/6,Crude Oil,,,,20030930,,112,193295.188779,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (1.6668500000000677 58.71282780000007)
platforms.894,Norway,456808,Operational,JOHAN SVERDRUP STATPIPE PLEM,,,Equinor Energy AS,,,,,,20191005,,128,4012.48976029,SUBSEA STRUCTURE; PIPELINE END MANIFOLD,POINT (5.052894400000071 59.32661110000004)
platforms.895,Norway,435377,Operational,OSEBERG DELTA P,,,Equinor Energy AS,,,,,,20150221,,104,113164.791404,MULTI WELL TEMPLATE; GAS INJECTOR - OIL PRODUCER,POINT (2.695100000000025 60.456944400000054)
platforms.896,Norway,714131,Operational,TOR 2/4 YA,,,ConocoPhillips Skandinavia AS,,,,,,20201203,,67,251632.348796,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (3.299425000000042 56.63915280000003)
platforms.897,Norway,274185,Decommissioned,36/22,,,ConocoPhillips Skandinavia AS,,,,,,19751014,,73.19999695,102753.316647,JACKET 8 LEGS,POINT (0.2034056000000533 55.29110560000004)
platforms.899,Norway,278413,Decommissioned,YME B,Floating steel,Above water production,Repsol Norge AS,NO_9/2,Crude Oil,,,,19960227,,95,116447.602258,FSU; OFFLOADING - STORAGE,POINT (4.356055600000047 57.75425000000007)
platforms.900,Norway,277853,Operational,DRAUGEN B,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,,19931019,,263,64980.6011221,MULTI WELL TEMPLATE; WATER INJECTION,POINT (7.795816700000046 64.40026390000003)
platforms.901,Norway,278469,Operational,STATFJORD NORD E,Subsea steel,Subsea,Equinor Energy AS,NO_33/9,Crude Oil,,,,19950123,,265,142203.977802,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (1.9251111000000378 61.43425000000008)
platforms.902,Norway,285329,Operational,NJORD SDU-1,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,,19971001,,330,73859.0026907,SUBSEA STRUCTURE; DISTRIBUTION,POINT (7.201244400000064 64.27098610000007)
platforms.903,Norway,719637,Under construction,25/11 BALDER FT,,,Vår Energi ASA,,,,,,,,125,138163.719662,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (2.4254667000000723 59.218719400000055)
platforms.904,Norway,408458,Operational,SKARV A,Subsea steel,Subsea,Aker BP ASA,NO_6507/5,Natural Gas,,,,20121231,,324,163254.227147,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (7.655883300000028 65.73867500000006)
platforms.908,Norway,430439,Closed down,25/11-B-24 H,Subsea steel,Subsea,Vår Energi ASA,NO_25/11,Crude Oil,,,,20131118,,127,141221.923421,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.3785306000000332 59.17811670000003)
platforms.910,Norway,442355,Operational,25/11-A-27 H BALDER,,,Vår Energi ASA,,,,,,20150630,,127,142271.567149,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.357675000000029 59.190922200000045)
platforms.912,Norway,718740,Under construction,25/11 BALDER D,,,Vår Energi ASA,,,,,,,,125,139032.661984,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (2.413055600000064 59.19986670000003)
platforms.913,Norway,286085,Operational,31/5-I-32 H TROLL I-32,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,,,,,20030301,,315,57839.0765409,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.598700000000065 60.71667780000007)
platforms.914,Norway,371558,Operational,FRAM T-1,Subsea steel,Subsea,Equinor Energy AS,NO_35/11,,,,,20061030,,360,50165.3216891,SUBSEA STRUCTURE; T-CONNECTION,POINT (3.573558300000059 61.02423610000005)
platforms.915,Norway,272729,Closed down,34/10-A-3 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,,,,19870212,,138,124525.482014,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.211461100000065 61.18729440000004)
platforms.916,Norway,283817,Operational,25/11-B-11 H BALDER,,,Vår Energi ASA,,,,,,19991015,,127,141197.428185,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.3788889000000495 59.17848330000004)
platforms.917,Norway,377726,Operational,TYRIHANS D,Subsea steel,Subsea,Equinor Energy AS,NO_6406/3,Crude Oil,,,,20090708,,266,121969.449856,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (6.990716700000064 64.77973890000004)
platforms.918,Norway,708522,Under construction,ASKELADD NORD (J),,,Equinor Energy AS,,,,,,,,0,99205.9190293,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (20.41130000000004 71.40010830000006)
platforms.919,Norway,283593,Operational,HEIDRUN D,Subsea steel,Subsea,Equinor Energy AS,NO_31/2-1,Crude Oil,,,,20000815,,358.5,158994.386679,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (7.335988900000075 65.36188890000005)
platforms.920,Norway,272701,Closed down,34/10-A-2 A,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,,,,19861223,,138,124060.399401,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.2184528000000228 61.18013610000003)
platforms.921,Norway,451934,Under construction,DVALIN,,,Wintershall Dea Norge AS,,,,,,20201001,,380,169981.680206,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (7.1401694000000475 65.42943330000003)
platforms.922,Norway,441847,Operational,AASTA HANSTEEN B,,,Equinor Energy AS,,,,,,20181217,,1232,211368.016224,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (7.042883300000028 67.03418610000006)
platforms.924,Norway,409423,Operational,NORNE M,,,Equinor Energy AS,,,,,,20100501,,375,154434.986823,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (8.032088900000076 66.00492780000008)
platforms.925,Norway,417663,Operational,FOSSEKALL P,,,Equinor Energy AS,,,,,,20130313,,358,150149.149167,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (8.23301390000006 66.14369720000008)
platforms.927,Norway,451998,Under construction,BRASSE,,,,,,,,,20210101,,120,96679.6794699,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (3.032905600000049 60.40470000000005)
platforms.928,Norway,710870,Operational,DUVA K,,,Neptune Energy Norge AS,,,,,,20210823,,359,29214.364858,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (4.067416700000024 61.40022780000004)
platforms.929,Norway,281689,Operational,34/7-I-4 H TORDIS I-4,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,,,,19940603,,200,131053.892267,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.1167306000000394 61.27578610000006)
platforms.934,Norway,407849,Operational,VEGA SENTRAL,Subsea steel,Subsea,Wintershall Dea Norge AS,NO_35/8,Natural Gas,,,,20101202,,378,65099.3359384,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (3.358830600000033 61.26169170000003)
platforms.936,Norway,417781,Operational,DOMPAP S,Subsea steel,Subsea,Equinor Energy AS,NO_6608/10,Crude Oil,,,,20140401,,343,147650.973979,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (8.333027800000025 66.23463060000006)
platforms.938,Norway,447355,Operational,MARIA G,,,Wintershall Dea Norge AS,,,,,,20171217,,304,139902.702615,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER - WATER INJECTION,POINT (6.976672200000053 64.97462780000006)
platforms.939,Norway,272757,Closed down,34/10-A-4 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,,,,19861223,,144,123852.195846,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.2242972000000236 61.188202800000056)
platforms.942,Norway,408576,Operational,SKARV B/C VEST,Fixed steel,Subsea,Aker BP ASA,NO_6507/5,Natural Gas,,,,20121231,,375,164216.26652,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (7.589080600000045 65.70391110000003)
platforms.943,Norway,375168,Operational,25/4-J-1 H,Subsea steel,Subsea,Aker BP ASA,NO_25/4,Crude Oil,,,,20080608,,123,161554.369358,SINGLE WELL TEMPLATE; WATER INJECTION,POINT (2.057827800000041 59.58179720000004)
platforms.944,Norway,280821,Operational,15/9-E,Subsea steel,Subsea,Equinor Energy AS,NO_15/9,Natural Gas,,,,20041011,,110,200076.336345,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (1.722702800000036 58.49698330000007)
platforms.946,Norway,718441,Under construction,25/11 BALDER B,,,Vår Energi ASA,,,,,,,,125,141286.224248,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (2.3776556000000255 59.17683060000007)
platforms.947,Norway,279253,Operational,NORNE C,Subsea steel,Subsea,Equinor Energy AS,NO_6608/10,Crude Oil,,,,19971114,,375,153636.859455,MULTI WELL TEMPLATE; WATER INJECTION,POINT (8.056033300000024 66.01441390000008)
platforms.948,Norway,377689,Operational,TYRIHANS C,Subsea steel,Subsea,Equinor Energy AS,NO_6407/1,Crude Oil,,,,20090708,,268,122228.838359,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (7.011727800000074 64.78986110000005)
platforms.949,Norway,285805,Operational,31/2-G-4 H TROLL G-4,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,19950922,,330,65219.6630434,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.4393806000000495 60.752602800000034)
platforms.950,Norway,715937,Operational,16/4 SOLVEIG BD,,,Lundin Energy Norway AS,,,,,,20210930,,100,166291.447273,SINGLE WELL TEMPLATE; WATER INJECTION,POINT (2.196888900000033 58.681222200000036)
platforms.951,Norway,407908,Operational,VEGA SØR,Subsea steel,Subsea,Wintershall Dea Norge AS,NO_35/11,Natural Gas,,,,20101202,,368,59182.1882743,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (3.441513900000075 61.173919400000045)
platforms.953,Norway,282473,Operational,HEIDRUN UMBILCAL BASE,Subsea steel,Other,Equinor Energy AS,NO_6507/7,,,,,19950815,,350,158946.40654,SUBSEA STRUCTURE; RISER BASE,POINT (7.3099944000000505 65.32402220000006)
platforms.955,Norway,409848,Operational,31/5-Z-1H TROLL Z-1,,,Equinor Energy AS,,,,,,20110301,,320,62011.3672118,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (3.5110056000000327 60.74051940000004)
platforms.957,Norway,281633,Operational,34/7-I-3 H TORDIS I-3,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,,,,19940603,,200,131041.901028,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (2.117111100000045 61.27617500000008)
platforms.958,Norway,287653,Operational,NJORD T,Subsea steel,Subsea,OKEA ASA,NO_6407/10,,,,,20071210,,330,67284.645133,SUBSEA STRUCTURE; T-CONNECTION,POINT (7.259961100000055 64.20537780000006)
platforms.959,Norway,417412,Operational,6507/8-D-5 H,,,Equinor Energy AS,,,,,,20070201,,357,159058.677556,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.335280600000033 65.36287220000008)
platforms.961,Norway,438886,Operational,DRAUGEN SSBP,,,OKEA ASA,,,,,,20161124,,259,61851.9799586,SUBSEA STRUCTURE; BOOSTER,POINT (7.727202800000043 64.34163610000007)
platforms.962,Norway,278749,Operational,ÅSGARD G,Subsea steel,Subsea,Equinor Energy AS,NO_6506/11,Natural Gas,,,,19990520,,288,158753.449291,MULTI WELL TEMPLATE; GAS INJECTION - OIL PRODUCER,POINT (6.662000000000035 65.08826390000007)
platforms.963,Norway,286505,Operational,STT-IN,Subsea steel,Subsea,Gassco AS,NO_30/6,,,,,19900301,,110,99473.2012083,SUBSEA STRUCTURE; T-CONNECTION,POINT (2.896869400000071 60.56087500000007)
platforms.964,Norway,506143,Under construction,NOVA X,,,Wintershall Dea Norge AS,,,,,,,,368,48559.2037046,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (3.66562220000003 61.27630000000005)
platforms.966,Norway,284125,Operational,6407/9-E-1 H,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,,20021130,,293,54979.8459911,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (7.730841700000042 64.26247220000005)
platforms.967,Norway,278497,Operational,STATFJORD NORD F,Subsea steel,Subsea,Equinor Energy AS,NO_33/9,Crude Oil,,,,19950415,,285,140652.759927,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (1.9563333000000398 61.44472220000006)
platforms.968,Norway,287541,Under construction,KOLLSNES T,,,Gassco AS,,,,,,,,308,25675.4236827,SUBSEA STRUCTURE; T-CONNECTION,POINT (4.2631333000000495 60.60497780000003)
platforms.970,Norway,285581,Operational,31/2-E-6 H TROLL E-6,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,,19970418,,330,62719.0011124,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (3.445294400000023 60.79759440000004)
platforms.972,Norway,277545,Operational,SLEIPNER C,Subsea steel,Subsea,Equinor Energy AS,NO_15/9,Natural Gas,,,,19930911,,85,192794.362188,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (1.9296750000000316 58.43579440000008)
platforms.973,Norway,453826,Under construction,SMØRBUKK NORD,,,Equinor Energy AS,,,,,,20201101,,300,167391.131836,SINGLE WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (6.904336100000023 65.25139720000004)
platforms.974,Norway,278581,Operational,ÅSGARD I,Subsea steel,Subsea,Equinor Energy AS,NO_6506/12,Natural Gas,,,,19990520,,285,157949.441687,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (6.681750000000022 65.08536110000006)
platforms.977,Norway,278637,Operational,ÅSGARD N,Subsea steel,Subsea,Equinor Energy AS,NO_6506/12,Natural Gas,,,,20001004,,272,161831.135802,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (6.851444400000048 65.17391670000006)
